POS,,,,,,,,,,,,,,,,,,,,,,,,
SalesKey,ProductName,Manufacturer,BrandName,ClassName,UnitCost,UnitPrice,SalesQuantity,DiscountQuantity,DiscountAmount,TotalCost,SalesAmount,FullDateLabel,DateDescription,CalendarYear,CalendarQuarter,CalendarQuarterLabel,CalendarMonth,CalendarMonthLabel,CalendarWeek,CalendarWeekLabel,CalendarDayOfWeekLabel,IsWorkDay,EuropeSeason,NorthAmericaSeason
347139,A. Datum Bridge Digital Camera M300 Pink,A. Datum Corporation,A. Datum,Regular,85.95,186.9,9,2,18.69,773.55,1663.41,2/11/2009,2/11/2009,2009,20091,Q1,200902,February,200907,Week 7,Wednesday,WorkDay,Spring/Business,Spring/Back to Business
3263917,Contoso Microwave 0.9CuFt E0090 Grey,"Contoso, Ltd",Contoso,Economy,50.98,99.99,18,4,19.998,917.64,1779.822,2/11/2009,2/11/2009,2009,20091,Q1,200902,February,200907,Week 7,Wednesday,WorkDay,Spring/Business,Spring/Back to Business
3016631,Contoso DVD External DVD Burner M200 Black,"Contoso, Ltd",Contoso,Regular,26.62,57.88,9,2,5.788,239.58,515.132,2/11/2009,2/11/2009,2009,20091,Q1,200902,February,200907,Week 7,Wednesday,WorkDay,Spring/Business,Spring/Back to Business
1435563,SV DVD 12-Inch Player Portable M400 Black,Southridge Video,Southridge Video,Regular,82.77,179.99,9,1,8.9995,744.93,1610.9105,2/11/2009,2/11/2009,2009,20091,Q1,200902,February,200907,Week 7,Wednesday,WorkDay,Spring/Business,Spring/Back to Business
2098509,Proseware Air conditioner 8000BTU M320 Silver,"Proseware, Inc.",Proseware,Regular,183.94,399.99,9,0,0,1655.46,3599.91,2/11/2009,2/11/2009,2009,20091,Q1,200902,February,200907,Week 7,Wednesday,WorkDay,Spring/Business,Spring/Back to Business
3244673,Litware USB Foam Fan E1301 Red,"Litware, Inc.",Litware,Economy,10.19,19.99,18,4,3.998,183.42,355.822,2/12/2009,2/12/2009,2009,20091,Q1,200902,February,200907,Week 7,Thursday,WorkDay,Spring/Business,Spring/Back to Business
3166745,Contoso Coffee Maker 12C M1000 Silver,"Contoso, Ltd",Contoso,Regular,204.64,445,9,3,66.75,1841.76,3938.25,2/12/2009,2/12/2009,2009,20091,Q1,200902,February,200907,Week 7,Thursday,WorkDay,Spring/Business,Spring/Back to Business
2644237,Contoso Expandable 4-Handset Cordless Phone System M206 Grey,"Contoso, Ltd",Contoso,Regular,20.15,43.81,9,0,0,181.35,394.29,2/12/2009,2/12/2009,2009,20091,Q1,200902,February,200907,Week 7,Thursday,WorkDay,Spring/Business,Spring/Back to Business
3405004,Contoso Projector 480p M480 White,"Contoso, Ltd",Contoso,Regular,116.75,229,9,2,22.9,1050.75,2038.1,2/12/2009,2/12/2009,2009,20091,Q1,200902,February,200907,Week 7,Thursday,WorkDay,Spring/Business,Spring/Back to Business
308877,Contoso Bluetooth Notebook Mouse E70 Silver,"Contoso, Ltd",Contoso,Economy,25.49,50,18,1,2.5,458.82,897.5,2/12/2009,2/12/2009,2009,20091,Q1,200902,February,200907,Week 7,Thursday,WorkDay,Spring/Business,Spring/Back to Business
2239693,Contoso 4GB Flash MP3 Player E401 Silver,"Contoso, Ltd",Contoso,Economy,35.72,77.68,18,0,0,642.96,1398.24,2/12/2009,2/12/2009,2009,20091,Q1,200902,February,200907,Week 7,Thursday,WorkDay,Spring/Business,Spring/Back to Business
179923,Adventure Works 20" LCD HDTV M120 Black,Adventure Works,Adventure Works,Regular,160.93,349.95,9,0,0,1448.37,3149.55,2/12/2009,2/12/2009,2009,20091,Q1,200902,February,200907,Week 7,Thursday,WorkDay,Spring/Business,Spring/Back to Business
2753707,Litware Home Theater System 5.1 Channel M514 Silver,"Litware, Inc.",Litware ,Regular,275.46,599,9,2,59.9,2479.14,5331.1,2/13/2009,2/13/2009,2009,20091,Q1,200902,February,200907,Week 7,Friday,WorkDay,Spring/Business,Spring/Back to Business
423013,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,348.58,758,9,3,113.7,2788.64,6708.3,2/13/2009,2/13/2009,2009,20091,Q1,200902,February,200907,Week 7,Friday,WorkDay,Spring/Business,Spring/Back to Business
676019,Contoso Education Essentials Bundle M300 White,"Contoso, Ltd",Contoso,Regular,4.37,9.5,9,1,0.475,34.96,85.025,2/13/2009,2/13/2009,2009,20091,Q1,200902,February,200907,Week 7,Friday,WorkDay,Spring/Business,Spring/Back to Business
750381,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black","Proseware, Inc.",Proseware,Regular,72.66,158,9,0,0,581.28,1422,2/13/2009,2/13/2009,2009,20091,Q1,200902,February,200907,Week 7,Friday,WorkDay,Spring/Business,Spring/Back to Business
3050166,Proseware Screen 100in M1609 White,"Proseware, Inc.",Proseware,Economy,87.37,190,18,3,28.5,1572.66,3391.5,2/13/2009,2/13/2009,2009,20091,Q1,200902,February,200907,Week 7,Friday,WorkDay,Spring/Business,Spring/Back to Business
617550,Contoso Touch Screen Phones  - LCD M12 Black,"Contoso, Ltd",Contoso,Economy,91.97,200,18,1,10,1655.46,3590,2/13/2009,2/13/2009,2009,20091,Q1,200902,February,200907,Week 7,Friday,WorkDay,Spring/Business,Spring/Back to Business
2267753,Litware Refrigerator 4.6CuFt E280 Green,"Litware, Inc.",Litware,Regular,152.94,299.99,9,4,59.998,1376.46,2639.912,2/13/2009,2/13/2009,2009,20091,Q1,200902,February,200907,Week 7,Friday,WorkDay,Spring/Business,Spring/Back to Business
1225909,Proseware Wall Lamp E0315 White,"Proseware, Inc.",Proseware,Economy,52,101.99,18,1,5.0995,936,1830.7205,2/13/2009,2/13/2009,2009,20091,Q1,200902,February,200907,Week 7,Friday,WorkDay,Spring/Business,Spring/Back to Business
1870238,Litware Wall Lamp E3015 Black,"Litware, Inc.",Litware,Economy,52,101.99,18,1,5.0995,936,1830.7205,2/13/2009,2/13/2009,2009,20091,Q1,200902,February,200907,Week 7,Friday,WorkDay,Spring/Business,Spring/Back to Business
963746,Litware Desk Lamp E1020 White,"Litware, Inc.",Litware,Economy,15.29,29.99,18,3,4.4985,275.22,535.3215,2/13/2009,2/13/2009,2009,20091,Q1,200902,February,200907,Week 7,Friday,WorkDay,Spring/Business,Spring/Back to Business
2355992,WWI Wall Lamp E215 Silver,Wide World Importers,Wide World Importers,Economy,61.17,119.99,18,3,17.9985,1101.06,2141.8215,2/14/2009,2/14/2009,2009,20091,Q1,200902,February,200907,Week 7,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
17554,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,"Fabrikam, Inc.",Fabrikam  ,Regular,395.48,860,9,0,0,3559.32,7740,2/14/2009,2/14/2009,2009,20091,Q1,200902,February,200907,Week 7,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
829088,Contoso Wireless Notebook Optical Mouse M35 Black,"Contoso, Ltd",Contoso,Regular,13.77,29.95,9,1,1.4975,123.93,268.0525,2/14/2009,2/14/2009,2009,20091,Q1,200902,February,200907,Week 7,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
2325619,WWI 1GBPulse Smart pen E50 Black,Wide World Importers,Wide World Importers,Economy,76.45,149.95,18,1,7.4975,1376.1,2691.6025,2/14/2009,2/14/2009,2009,20091,Q1,200902,February,200907,Week 7,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
2310002,WWI Wireless Bluetooth Stereo Headphones M270 White,Wide World Importers,Wide World Importers,Regular,52.88,115,9,2,11.5,475.92,1023.5,2/14/2009,2/14/2009,2009,20091,Q1,200902,February,200907,Week 7,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
242106,NT Bluetooth Active Headphones E202 Silver,Northwind Traders,Northwind Traders,Economy,17.45,37.95,18,4,7.59,314.1,675.51,2/14/2009,2/14/2009,2009,20091,Q1,200902,February,200907,Week 7,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
3153281,WWI Stereo Bluetooth Headphones E1000 Black,Wide World Importers,Wide World Importers,Economy,34.36,67.4,18,4,13.48,618.48,1199.72,2/15/2009,2/15/2009,2009,20091,Q1,200902,February,200908,Week 8,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
2153502,WWI Stereo Bluetooth Headphones E1000 Black,Wide World Importers,Wide World Importers,Economy,34.36,67.4,18,4,13.48,618.48,1199.72,2/15/2009,2/15/2009,2009,20091,Q1,200902,February,200908,Week 8,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
1629314,Contoso Home Theater System 2.1 Channel M1230 Brown,"Contoso, Ltd",Contoso,Regular,183.54,360,9,1,18,1651.86,3222,2/15/2009,2/15/2009,2009,20091,Q1,200902,February,200908,Week 8,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
951758,Proseware Laptop8.9 E089 Black,"Proseware, Inc.",Proseware,Economy,166.2,326,18,1,16.3,2991.6,5851.7,2/15/2009,2/15/2009,2009,20091,Q1,200902,February,200908,Week 8,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
2682805,The Phone Company Touch Screen Phones SAW/Built-in M801 Black,The Phone Company,The Phone Company,Regular,137.5,299,9,1,14.95,1237.5,2676.05,2/15/2009,2/15/2009,2009,20091,Q1,200902,February,200908,Week 8,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
3280266,Contoso General Soft Carrying Case E318 White,"Contoso, Ltd",Contoso,Economy,7.64,14.99,18,0,0,137.52,269.82,2/15/2009,2/15/2009,2009,20091,Q1,200902,February,200908,Week 8,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
1553848,Contoso Air conditioner 5200BTU E0100 White,"Contoso, Ltd",Contoso ,Economy,56.08,109.99,18,3,16.4985,1009.44,1963.3215,2/15/2009,2/15/2009,2009,20091,Q1,200902,February,200908,Week 8,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
667495,Proseware Air conditioner 6000BTU E180 White,"Proseware, Inc.",Proseware,Economy,101.96,199.99,18,0,0,1835.28,3599.82,2/15/2009,2/15/2009,2009,20091,Q1,200902,February,200908,Week 8,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
131848,Contoso Air conditioner 7000BTU E0260 Grey,"Contoso, Ltd",Contoso ,Regular,152.94,299.99,9,4,59.998,1223.52,2639.912,2/16/2009,2/16/2009,2009,20091,Q1,200902,February,200908,Week 8,Monday,WorkDay,Spring/Business,Spring/Back to Business
1284072,Contoso Rechargeable Li-Ion Battery Pack E300 White,"Contoso, Ltd",Contoso,Economy,25.49,49.99,18,0,0,458.82,899.82,2/16/2009,2/16/2009,2009,20091,Q1,200902,February,200908,Week 8,Monday,WorkDay,Spring/Business,Spring/Back to Business
2049480,Contoso Phone for MSN E200 Black,"Contoso, Ltd",Contoso,Economy,8.16,16,18,4,3.2,146.88,284.8,2/16/2009,2/16/2009,2009,20091,Q1,200902,February,200908,Week 8,Monday,WorkDay,Spring/Business,Spring/Back to Business
1690094,Contoso Sharp Touch Screen Phones M910 Black,"Contoso, Ltd",Contoso,Regular,138.42,301,9,0,0,1107.36,2709,2/16/2009,2/16/2009,2009,20091,Q1,200902,February,200908,Week 8,Monday,WorkDay,Spring/Business,Spring/Back to Business
1920677,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,"Fabrikam, Inc.",Fabrikam  ,Regular,330.66,998,9,0,0,2645.28,8982,2/16/2009,2/16/2009,2009,20091,Q1,200902,February,200908,Week 8,Monday,WorkDay,Spring/Business,Spring/Back to Business
982035,WWI Laptop12 M0120 White,Wide World Importers,Wide World Importers,Regular,195.24,382.95,9,2,38.295,1757.16,3408.255,2/16/2009,2/16/2009,2009,20091,Q1,200902,February,200908,Week 8,Monday,WorkDay,Spring/Business,Spring/Back to Business
1293116,Proseware LCD20W M230 White,"Proseware, Inc.",Proseware,Regular,128.3,279,9,2,27.9,1026.4,2483.1,2/16/2009,2/16/2009,2009,20091,Q1,200902,February,200908,Week 8,Monday,WorkDay,Spring/Business,Spring/Back to Business
570391,Proseware LCD22W M2001 Black,"Proseware, Inc.",Proseware,Regular,224.97,679,9,1,33.95,1799.76,6077.05,2/16/2009,2/16/2009,2009,20091,Q1,200902,February,200908,Week 8,Monday,WorkDay,Spring/Business,Spring/Back to Business
1705694,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey","Proseware, Inc.",Proseware,Regular,73.12,159,9,3,23.85,584.96,1407.15,2/17/2009,2/17/2009,2009,20091,Q1,200902,February,200908,Week 8,Tuesday,WorkDay,Spring/Business,Spring/Back to Business
447206,Contoso Home Theater System 5.1 Channel M1510 White,"Contoso, Ltd",Contoso,Regular,224.87,489,9,2,48.9,1798.96,4352.1,2/17/2009,2/17/2009,2009,20091,Q1,200902,February,200908,Week 8,Tuesday,WorkDay,Spring/Business,Spring/Back to Business
2138448,Adventure Works 20" Analog CRT TV E45 White,Adventure Works,Adventure Works,Economy,101.97,200,18,0,0,1835.46,3600,2/17/2009,2/17/2009,2009,20091,Q1,200902,February,200908,Week 8,Tuesday,WorkDay,Spring/Business,Spring/Back to Business
319536,The Phone Company Smart phones Expert M400 Pink,The Phone Company,The Phone Company,Regular,137.96,300,9,4,60,1241.64,2640,2/17/2009,2/17/2009,2009,20091,Q1,200902,February,200908,Week 8,Tuesday,WorkDay,Spring/Business,Spring/Back to Business
1564033,The Phone Company Pen Touch Screen Phones M320 Gold,The Phone Company,The Phone Company,Regular,133.36,290,9,2,29,1200.24,2581,2/17/2009,2/17/2009,2009,20091,Q1,200902,February,200908,Week 8,Tuesday,WorkDay,Spring/Business,Spring/Back to Business
1202188,Contoso Carrying Case E312 Silver,"Contoso, Ltd",Contoso,Economy,25.47,49.96,18,0,0,458.46,899.28,2/17/2009,2/17/2009,2009,20091,Q1,200902,February,200908,Week 8,Tuesday,WorkDay,Spring/Business,Spring/Back to Business
2296881,Contoso Microwave 2.2CuFt M0125 Red,"Contoso, Ltd",Contoso,Regular,91.97,199.99,9,1,9.9995,827.73,1789.9105,2/18/2009,2/18/2009,2009,20091,Q1,200902,February,200908,Week 8,Wednesday,WorkDay,Spring/Business,Spring/Back to Business
1839463,Fabrikam Refrigerator 4.6CuFt E2800 Blue,"Fabrikam, Inc.",Fabrikam,Regular,152.94,299.99,9,4,59.998,1376.46,2639.912,2/18/2009,2/18/2009,2009,20091,Q1,200902,February,200908,Week 8,Wednesday,WorkDay,Spring/Business,Spring/Back to Business
3392947,SV DVD 7-Inch Player Portable E200 White,Southridge Video,Southridge Video,Economy,56.08,109.99,18,1,5.4995,1009.44,1974.3205,2/18/2009,2/18/2009,2009,20091,Q1,200902,February,200908,Week 8,Wednesday,WorkDay,Spring/Business,Spring/Back to Business
2389323,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,"Contoso, Ltd",Contoso,Economy,15.24,29.9,18,4,5.98,274.32,532.22,2/18/2009,2/18/2009,2009,20091,Q1,200902,February,200908,Week 8,Wednesday,WorkDay,Spring/Business,Spring/Back to Business
3367982,Adventure Works LCD22W M200 White,Adventure Works,Adventure Works,Regular,224.97,679,9,3,101.85,2024.73,6009.15,2/18/2009,2/18/2009,2009,20091,Q1,200902,February,200908,Week 8,Wednesday,WorkDay,Spring/Business,Spring/Back to Business
259923,Contoso Screen 100in E010 Silver,"Contoso, Ltd",Contoso,Economy,62.95,190,18,4,38,1133.1,3382,2/19/2009,2/19/2009,2009,20091,Q1,200902,February,200908,Week 8,Thursday,WorkDay,Spring/Business,Spring/Back to Business
659813,NT Wireless Bluetooth Stereo Headphones M402 Green,Northwind Traders,Northwind Traders,Regular,45.98,99.99,9,0,0,413.82,899.91,2/19/2009,2/19/2009,2009,20091,Q1,200902,February,200908,Week 8,Thursday,WorkDay,Spring/Business,Spring/Back to Business
238854,Fabrikam Laptop12 M2001 Silver,"Fabrikam, Inc.",Fabrikam,Regular,195.24,382.95,9,2,38.295,1757.16,3408.255,2/19/2009,2/19/2009,2009,20091,Q1,200902,February,200908,Week 8,Thursday,WorkDay,Spring/Business,Spring/Back to Business
1934664,Litware Refrigerator 19CuFt M760 Orange,"Litware, Inc.",Litware,Regular,413.42,899,9,2,89.9,3720.78,8001.1,2/19/2009,2/19/2009,2009,20091,Q1,200902,February,200908,Week 8,Thursday,WorkDay,Spring/Business,Spring/Back to Business
3121003,Contoso Private Branch Exchange M88 Black,"Contoso, Ltd",Contoso,Regular,15.17,32.99,9,1,1.6495,136.53,295.2605,2/19/2009,2/19/2009,2009,20091,Q1,200902,February,200908,Week 8,Thursday,WorkDay,Spring/Business,Spring/Back to Business
2870008,The Phone Company Touch Screen Phones - CRT M11 Gold,The Phone Company,The Phone Company,Economy,86.91,189,18,2,18.9,1564.38,3383.1,2/19/2009,2/19/2009,2009,20091,Q1,200902,February,200908,Week 8,Thursday,WorkDay,Spring/Business,Spring/Back to Business
1128441,Contoso SLR Camera 35" M358 Blue,"Contoso, Ltd",Contoso,Regular,164.63,358,9,4,71.6,1481.67,3150.4,2/19/2009,2/19/2009,2009,20091,Q1,200902,February,200908,Week 8,Thursday,WorkDay,Spring/Business,Spring/Back to Business
2632815,A. Datum Compact Digital Camera M200 Azure,A. Datum Corporation,A. Datum,Economy,59.32,129,18,4,25.8,1067.76,2296.2,2/19/2009,2/19/2009,2009,20091,Q1,200902,February,200908,Week 8,Thursday,WorkDay,Spring/Business,Spring/Back to Business
810331,Litware Wall Lamp E2015 White,"Litware, Inc.",Litware,Economy,61.17,119.99,18,4,23.998,1101.06,2135.822,2/19/2009,2/19/2009,2009,20091,Q1,200902,February,200908,Week 8,Thursday,WorkDay,Spring/Business,Spring/Back to Business
1731374,Litware 80mm Dual Ball Bearing Case Fan E1001 Pink,"Litware, Inc.",Litware,Economy,2.54,4.99,18,0,0,45.72,89.82,2/20/2009,2/20/2009,2009,20091,Q1,200902,February,200908,Week 8,Friday,WorkDay,Spring/Business,Spring/Back to Business
971599,Fabrikam Social Videographer 1/2" 3mm E300 Blue,"Fabrikam, Inc.",Fabrikam,Economy,90.75,178,18,4,35.6,1633.5,3168.4,2/20/2009,2/20/2009,2009,20091,Q1,200902,February,200908,Week 8,Friday,WorkDay,Spring/Business,Spring/Back to Business
2318874,Litware Microwave 1.6CuFt M125 Silver,"Litware, Inc.",Litware,Regular,82.77,179.99,9,4,35.998,744.93,1583.912,2/20/2009,2/20/2009,2009,20091,Q1,200902,February,200908,Week 8,Friday,WorkDay,Spring/Business,Spring/Back to Business
2078270,Contoso 1G MP3 Player E100 White,"Contoso, Ltd",Contoso,Economy,7.4,14.52,18,3,2.178,133.2,259.182,2/20/2009,2/20/2009,2009,20091,Q1,200902,February,200908,Week 8,Friday,WorkDay,Spring/Business,Spring/Back to Business
1109392,Contoso Screen 106in M060 White,"Contoso, Ltd",Contoso,Regular,83.16,251,9,1,12.55,748.44,2246.45,2/20/2009,2/20/2009,2009,20091,Q1,200902,February,200908,Week 8,Friday,WorkDay,Spring/Business,Spring/Back to Business
2760600,Contoso Reserve Pen -Tablet Pen E200 Blue,"Contoso, Ltd",Contoso,Economy,7.09,13.9,18,3,2.085,127.62,248.115,2/21/2009,2/21/2009,2009,20091,Q1,200902,February,200908,Week 8,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
2244007,Contoso USB Wave Multi-media Keyboard E280 White,"Contoso, Ltd",Contoso,Economy,8.11,15.9,18,1,0.795,145.98,285.405,2/21/2009,2/21/2009,2009,20091,Q1,200902,February,200908,Week 8,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
1439379,SV 80GB USB2.0 Portable Hard Disk E500 Yellow,Southridge Video,Southridge Video,Economy,52,102,18,4,20.4,936,1815.6,2/21/2009,2/21/2009,2009,20091,Q1,200902,February,200908,Week 8,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
2729215,Litware Home Theater System 5.1 Channel M514 Silver,"Litware, Inc.",Litware ,Regular,275.46,599,9,1,29.95,2479.14,5361.05,2/21/2009,2/21/2009,2009,20091,Q1,200902,February,200908,Week 8,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
3060833,Fabrikam Laptop12 M2001 Silver,"Fabrikam, Inc.",Fabrikam,Regular,195.24,382.95,9,0,0,1757.16,3446.55,2/21/2009,2/21/2009,2009,20091,Q1,200902,February,200908,Week 8,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
1436323,Contoso Washer & Dryer 25.5in M255 Red,"Contoso, Ltd",Contoso,Regular,914.67,1989,2,0,0,1829.34,3978,2/21/2009,2/21/2009,2009,20091,Q1,200902,February,200908,Week 8,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
2054647,SV DVD 9-Inch Player Portable M300 Silver,Southridge Video,Southridge Video,Regular,73.57,159.99,9,3,23.9985,662.13,1415.9115,2/21/2009,2/21/2009,2009,20091,Q1,200902,February,200908,Week 8,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
3131475,Fabrikam Social Videographer 1'' 25mm E400 White,"Fabrikam, Inc.",Fabrikam,Economy,95.85,188,18,1,9.4,1725.3,3374.6,2/21/2009,2/21/2009,2009,20091,Q1,200902,February,200908,Week 8,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
2296571,A. Datum SLR Camera 35" M358 Blue,A. Datum Corporation,A. Datum,Regular,155.43,338,9,0,0,1398.87,3042,2/21/2009,2/21/2009,2009,20091,Q1,200902,February,200908,Week 8,Saturday,WeekEnd,Spring/Business,Spring/Back to Business
1414367,A. Datum SLR Camera M139 Gold,A. Datum Corporation,A. Datum,Economy,143.48,312,18,3,46.8,2582.64,5569.2,2/22/2009,2/22/2009,2009,20091,Q1,200902,February,200909,Week 9,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
954436,Litware Refrigerator 1.7CuFt E120 Brown,"Litware, Inc.",Litware,Economy,66.27,129.99,18,0,0,1192.86,2339.82,2/22/2009,2/22/2009,2009,20091,Q1,200902,February,200909,Week 9,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
3135376,Fabrikam Refrigerator 9.7CuFt M5600 Orange,"Fabrikam, Inc.",Fabrikam,Regular,226.71,493,9,3,73.95,2040.39,4363.05,2/22/2009,2/22/2009,2009,20091,Q1,200902,February,200909,Week 9,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
2206164,Fabrikam Microwave 0.8CuFt E0800 Black,"Fabrikam, Inc.",Fabrikam,Economy,48.43,94.99,18,4,18.998,871.74,1690.822,2/22/2009,2/22/2009,2009,20091,Q1,200902,February,200909,Week 9,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
3119241,Contoso Microwave 0.9CuFt E0090 Black,"Contoso, Ltd",Contoso,Economy,50.98,99.99,18,1,4.9995,917.64,1794.8205,2/22/2009,2/22/2009,2009,20091,Q1,200902,February,200909,Week 9,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
1662134,Fabrikam Laptop16 M6000 Black,"Fabrikam, Inc.",Fabrikam,Regular,275.46,599,9,1,29.95,2479.14,5361.05,2/22/2009,2/22/2009,2009,20091,Q1,200902,February,200909,Week 9,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
1202260,Contoso Enhanced Capacity Battery M800 Grey,"Contoso, Ltd",Contoso,Regular,12.83,27.9,9,0,0,115.47,251.1,2/22/2009,2/22/2009,2009,20091,Q1,200902,February,200909,Week 9,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
2758932,Proseware Ink Jet Fax Machine E100 White,"Proseware, Inc.",Proseware,Economy,39.77,78,18,2,7.8,715.86,1396.2,2/22/2009,2/22/2009,2009,20091,Q1,200902,February,200909,Week 9,Sunday,WeekEnd,Spring/Business,Spring/Back to Business
865807,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,"Contoso, Ltd",Contoso,Economy,15.24,29.9,18,2,2.99,274.32,535.21,2/23/2009,2/23/2009,2009,20091,Q1,200902,February,200909,Week 9,Monday,WorkDay,Spring/Business,Spring/Back to Business
3231919,Contoso Projector 480p M480 Silver,"Contoso, Ltd",Contoso,Regular,116.75,229,9,4,45.8,1050.75,2015.2,2/23/2009,2/23/2009,2009,20091,Q1,200902,February,200909,Week 9,Monday,WorkDay,Spring/Business,Spring/Back to Business
1959823,SV Car Video AM/FM E1001 Brown,Southridge Video,Southridge Video,Economy,111.65,219,18,0,0,2009.7,3942,2/23/2009,2/23/2009,2009,20091,Q1,200902,February,200909,Week 9,Monday,WorkDay,Spring/Business,Spring/Back to Business
2714164,SV DVD 58 DVD Storage Binder M55 Silver,Southridge Video,Southridge Video,Regular,6.39,13.89,9,4,2.778,57.51,122.232,2/23/2009,2/23/2009,2009,20091,Q1,200902,February,200909,Week 9,Monday,WorkDay,Spring/Business,Spring/Back to Business
15196,Fabrikam Trendsetter 2/3'' 17mm X100 White,"Fabrikam, Inc.",Fabrikam  ,Regular,324.69,980,9,1,49,2922.21,8771,2/23/2009,2/23/2009,2009,20091,Q1,200902,February,200909,Week 9,Monday,WorkDay,Spring/Business,Spring/Back to Business
521631,Litware USB Durable Desk Soft Fan E1401 White,"Litware, Inc.",Litware,Economy,15.29,30,18,1,1.5,275.22,538.5,2/23/2009,2/23/2009,2009,20091,Q1,200902,February,200909,Week 9,Monday,WorkDay,Spring/Business,Spring/Back to Business
2125246,WWI Wall Lamp E215 Grey,Wide World Importers,Wide World Importers,Economy,61.17,119.99,18,0,0,1101.06,2159.82,2/23/2009,2/23/2009,2009,20091,Q1,200902,February,200909,Week 9,Monday,WorkDay,Spring/Business,Spring/Back to Business
549084,Proseware Air conditioner 12000BTU M640 White,"Proseware, Inc.",Proseware,Regular,211.53,459.99,9,2,45.999,1903.77,4093.911,2/24/2009,2/24/2009,2009,20091,Q1,200902,February,200909,Week 9,Tuesday,WorkDay,Spring/Business,Spring/Back to Business
1557101,Litware Microwave 2.2CuFt M125 Grey,"Litware, Inc.",Litware,Regular,91.97,199.99,9,0,0,827.73,1799.91,2/24/2009,2/24/2009,2009,20091,Q1,200902,February,200909,Week 9,Tuesday,WorkDay,Spring/Business,Spring/Back to Business
427430,Contoso Coffee Maker Auto 10C M1000 Grey,"Contoso, Ltd",Contoso,Regular,343.05,745.99,9,0,0,3087.45,6713.91,2/24/2009,2/24/2009,2009,20091,Q1,200902,February,200909,Week 9,Tuesday,WorkDay,Spring/Business,Spring/Back to Business
1728534,Adventure Works Coffee Maker 12C M100 White,Adventure Works,Adventure Works,Regular,204.64,445,9,0,0,1841.76,4005,2/24/2009,2/24/2009,2009,20091,Q1,200902,February,200909,Week 9,Tuesday,WorkDay,Spring/Business,Spring/Back to Business
2001038,SV Car Video LCD7 M7002 Silver,Southridge Video,Southridge Video,Regular,169.69,369,9,3,55.35,1527.21,3265.65,2/24/2009,2/24/2009,2009,20091,Q1,200902,February,200909,Week 9,Tuesday,WorkDay,Spring/Business,Spring/Back to Business
2876260,SV Car Video TFT7 M7002 Silver,Southridge Video,Southridge Video,Regular,162.64,319,9,0,0,1463.76,2871,2/24/2009,2/24/2009,2009,20091,Q1,200902,February,200909,Week 9,Tuesday,WorkDay,Spring/Business,Spring/Back to Business
2923276,Fabrikam Laptop12 M2001 Silver,"Fabrikam, Inc.",Fabrikam,Regular,195.24,382.95,9,2,38.295,1757.16,3408.255,2/24/2009,2/24/2009,2009,20091,Q1,200902,February,200909,Week 9,Tuesday,WorkDay,Spring/Business,Spring/Back to Business
734801,Adventure Works Laptop8.9 E0890 Red,Adventure Works,Adventure Works,Economy,166.2,326,18,1,16.3,2991.6,5851.7,2/25/2009,2/25/2009,2009,20091,Q1,200902,February,200909,Week 9,Wednesday,WorkDay,Spring/Business,Spring/Back to Business
2801607,Contoso Projector 480p M480 White,"Contoso, Ltd",Contoso,Regular,116.75,229,9,1,11.45,1050.75,2049.55,2/25/2009,2/25/2009,2009,20091,Q1,200902,February,200909,Week 9,Wednesday,WorkDay,Spring/Business,Spring/Back to Business
